FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b6,57,57,48,IPIS - Ministère des Mines,IPIS - 2009,codmine00869,Binogo,2009-01-01,1,,POINT (28.84402 -1.86804),28.84402,-1.86804,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Fwangere, Gali",36,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b5,58,58,77,IPIS - Ministère des Mines,IPIS - 2009,codmine00883,Mushangi D8,2009-01-01,1,,POINT (28.48877166666667 -2.710513333333333),28.48877167,-2.71051333,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Maziba,53,,,1,0,Cassitérite,,,Wolframite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b4,59,59,62,IPIS - Ministère des Mines,IPIS - 2009,codmine00887,Kilima Kwale,2009-01-01,1,,POINT (28.490561 -2.742668),28.490561,-2.742668,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Champemba,48,,,1,0,Cassitérite,,,Wolframite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b3,60,60,57,IPIS - Ministère des Mines,IPIS - 2009,codmine00888,Bushushu,2009-01-01,1,,POINT (28.500511 -2.73384),28.500511,-2.73384,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Bushushu,44,,,1,0,Cassitérite,,,Wolframite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b2,61,61,92,IPIS - Ministère des Mines,IPIS - 2009,codmine00889,Namadava,2009-01-01,1,,POINT (28.466566 -2.735888),28.466566,-2.735888,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Namadava,78,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b1,62,62,90,IPIS - Ministère des Mines,IPIS - 2009,codmine00890,Zolazola D23,2009-01-01,1,,POINT (28.490511666666666 -2.69020666666666),28.49051167,-2.69020667,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Namwerwe,72,,,1,0,Cassitérite,,,Wolframite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18b0,63,63,96,IPIS - Ministère des Mines,IPIS - 2009,codmine00891,Muhinga,2009-01-01,1,,POINT (28.485144 -2.666126),28.485144,-2.666126,GPS,Sud-Kivu,Sud-Kivu,Kabare,Nindja,Luhago,Mwegerera,91,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18af,64,64,25,IPIS - Ministère des Mines,IPIS - 2009,codmine00896,Kashwa,2009-01-01,1,,POINT (28.680964 -2.824721),28.680964,-2.824721,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Burhinyi,Budaha,Kanyimba,15,,,1,0,Cassitérite,,,Wolframite,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18ae,65,65,111,IPIS - Ministère des Mines,IPIS - 2009,codmine00899,Chondo,2009-01-01,1,,POINT (28.652441 -2.873943),28.652441,-2.873943,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Burhinyi,Ciriri,Ibuga,180,,,0,1,Or,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18ad,66,66,22,IPIS - Ministère des Mines,IPIS - 2009,codmine00901,Kadubo-Karhendezi,2009-01-01,1,,POINT (28.677832 -2.79617),28.677832,-2.79617,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Burhinyi,Karhendezi,Cironge,13,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18ac,67,67,98,IPIS - Ministère des Mines,IPIS - 2009,codmine00906,Nyamurhale/Lubona,2009-01-01,1,,POINT (28.6325555556 -2.7426111111),28.63255556,-2.74261111,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Lubona,Nyamurhale,100,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18ab,68,68,106,IPIS - Ministère des Mines,IPIS - 2009,codmine00907,Mukungwe,2009-01-01,1,,POINT (28.639569 -2.81283),28.639569,-2.81283,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mushinga,Mukungwe,132,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18aa,69,69,110,IPIS - Ministère des Mines,IPIS - 2009,codmine00917,Kalimbi (Nyabibwe),2009-01-01,1,,POINT (28.935228 -1.943128),28.935228,-1.943128,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Nord,Nyabibwe,180,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a9,70,70,60,IPIS - Ministère des Mines,IPIS - 2009,codmine00918,Nkwiro,2009-01-01,1,,POINT (28.9297 -1.9803),28.9297,-1.9803,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Bushushu,46,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a8,71,71,80,IPIS - Ministère des Mines,IPIS - 2009,codmine00919,Manga,2009-01-01,1,,POINT (28.9302222222 -1.9802777778),28.93022222,-1.98027778,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Bushushu,56,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a7,72,72,149,IPIS - Ministère des Mines,IPIS - 2009,codmine00920,Kamole 1,2009-01-01,1,,POINT (29.0856 -1.9919),29.0856,-1.9919,GPS,Sud-Kivu,Sud-Kivu,Idjwi,Rubenga,Kihumba,Kamole,1500,,,1,0,Wolframite,,,Cassitérite,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a6,73,73,153,IPIS - Ministère des Mines,IPIS - 2009,codmine00921,Bwina,2009-01-01,1,,POINT (29.060717 -2.2489),29.060717,-2.2489,GPS,Sud-Kivu,Sud-Kivu,Idjwi,Ntambuka,Nyakalengwa,Lemera,2000,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a5,74,74,56,IPIS - Ministère des Mines,IPIS - 2009,codmine00925,Lukungurhi,2009-01-01,1,,POINT (28.7367 -2.8564),28.7367,-2.8564,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Luhwindja,Luchiga,Lukugurha,43,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a4,75,75,117,IPIS - Ministère des Mines,IPIS - 2009,codmine00927,Mwana River,2009-01-01,1,,POINT (28.7267 -2.867),28.7267,-2.867,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Luhwindja,Luchiga,Gone,224,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a3,76,76,27,IPIS - Ministère des Mines,IPIS - 2009,codmine00928,Chaminyago,2009-01-01,1,,POINT (28.48931 -2.67889),28.48931,-2.67889,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Nshanga,16,,,1,1,Or,,,Cassitérite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a2,77,77,138,IPIS - Ministère des Mines,IPIS - 2009,codmine00934,Kapanga,2009-01-01,1,,POINT (28.87301 -4.15872),28.87301,-4.15872,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,Basimukuma-Sud,Mukera,550,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,Maï-Maï,Groupe armé local,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a1,78,78,156,IPIS - Ministère des Mines,IPIS - 2009,codmine00945,Akyanga,2009-01-01,1,,POINT (28.72626 -4.76708),28.72626,-4.76708,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikasilu,Misisi,6000,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,Maï-Maï,Groupe armé local,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-18a0,79,79,150,IPIS - Ministère des Mines,IPIS - 2009,codmine00974,Mugerero,2009-01-01,1,,POINT (28.981487 -3.024406),28.981487,-3.024406,GPS,Sud-Kivu,Sud-Kivu,Uvira,Bafuliro,Lemera,Lemera,1700,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-189f,80,80,142,IPIS - Ministère des Mines,IPIS - 2009,codmine00976,Kinyinya/Kagongo,2009-01-01,1,,POINT (28.957756 -2.800844),28.957756,-2.800844,GPS,Sud-Kivu,Sud-Kivu,Uvira,Bafuliro,Itara/Luvungi,Rupangu,600,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-189e,81,81,183,IPIS - Ministère des Mines,IPIS - 2009,codmine00999,Mikenge,2009-01-01,1,,POINT (28.740291 -3.745564),28.740291,-3.745564,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Itombwe,Basimukindje 1,Mikenge,,,,0,1,Or,,,,,,,,,,1,,FRF,Groupe armé local,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-189d,82,82,184,IPIS - Ministère des Mines,IPIS - 2009,codmine01000,Filon 14 (Lwemba),2009-01-01,1,,POINT (28.721021 -3.694333),28.721021,-3.694333,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Itombwe,Basimukindje 1,Bukunji,,,,0,1,Or,,,,,,,,,,1,,FRF,Groupe armé local,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-189c,83,83,82,IPIS - Ministère des Mines,IPIS - 2009,codmine01119,Katembe,2009-01-01,1,,POINT (28.971 -1.5740277778),28.971,-1.57402778,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Karuba,Bushule,59,,,1,0,Cassitérite,,,Wolframite,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-189b,84,84,104,IPIS - Ministère des Mines,IPIS - 2009,codmine01158,Bhembu,2009-01-01,1,,POINT (28.630413 0.423319),28.630413,0.423319,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Bapakombe,Bhembu,125,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-189a,85,85,123,IPIS - Ministère des Mines,IPIS - 2009,codmine01194,Kakanga,2009-01-01,1,,POINT (28.658378 -3.219272),28.658378,-3.219272,GPS (IPIS 2009),Sud-Kivu,Sud-Kivu,Mwenga,Itombwe / Réserve Naturelle d'Itombwe,Basimukinje 1,Misa,250,,,1,0,Cassitérite,,,Wolframite,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1899,86,86,165,IPIS - Ministère des Mines,IPIS - 2009,codmine01264,Mangbale,2009-01-01,1,,POINT (28.16 0.66),28.16,0.66,Approximation,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Bapaitumba,Lenda,,,,1,0,Coltan,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,Maï-Maï Simba,Groupe armé local,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1898,87,87,159,IPIS - Ministère des Mines,IPIS - 2009,codmine01270,Mayimoto,2009-01-01,1,,POINT (28.729867 -3.402717),28.729867,-3.402717,GPS (IPIS 2009),Sud-Kivu,Sud-Kivu,Mwenga,Itombwe / Réserve Naturelle d'Itombwe,Basimukinje 2,Manjale,,,,1,1,Cassitérite,,,Or,,,Argent,,,,1,,Maï-Maï Kapopo,Groupe armé local,,,,,,,,,,FDLR,Groupe armé étranger,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1897,88,88,160,IPIS - Ministère des Mines,IPIS - 2009,codmine01323,Kiandjo,2009-01-01,1,,POINT (28.630633 -3.363533),28.630633,-3.363533,GPS (IPIS 2009),Sud-Kivu,Sud-Kivu,Mwenga,Itombwe / Réserve Naturelle d'Itombwe,Itombwe / Réserve Naturelle d'Itombwe,Kabumbu,,,,1,1,Cassitérite,,,Or,,,,,,,1,,Maï-Maï Kapopo,Groupe armé local,,,,,,,,,,FDLR,Groupe armé étranger,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1896,89,89,146,IPIS - Ministère des Mines,IPIS - 2009,codmine01345,Bwina 1,2009-01-01,1,,POINT (29.0583333333 -2.2502333333),29.05833333,-2.25023333,GPS,Sud-Kivu,Sud-Kivu,Idjwi,Ntambuka,,,900,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1895,90,90,72,IPIS - Ministère des Mines,IPIS - 2009,codmine01664,Alima,2009-01-01,1,,POINT (29.2407333333 0.6157666667),29.24073333,0.61576667,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Madiwe,Alina,50,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1894,91,91,87,IPIS - Ministère des Mines,IPIS - 2009,codmine01665,Alima 1,2009-01-01,1,,POINT (29.2413333333 0.61005),29.24133333,0.61005,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Madiwe,Alina,70,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1893,92,92,31,IPIS - Ministère des Mines,IPIS - 2009,codmine01666,Aloya - Mukubungu,2009-01-01,1,,POINT (29.1343166667 0.4926333333),29.13431667,0.49263333,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Madiwe,Aloya Cantine,20,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1892,93,93,208,IPIS - Ministère des Mines,IPIS - 2009,codmine01667,Batende,2009-01-01,1,,POINT (28.5771166667 -3.7832666667),28.57711667,-3.78326667,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Itombwe,,Batende,,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1891,94,94,145,IPIS - Ministère des Mines,IPIS - 2009,codmine01668,Benzia,2009-01-01,1,,POINT (27.9138161 -2.9705349),27.9138161,-2.9705349,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baligi,Benzia,750,,,1,0,Cassitérite,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1890,95,95,173,IPIS - Ministère des Mines,IPIS - 2009,codmine01669,Bese,2009-01-01,1,,POINT (28.733333 -0.916667),28.733333,-0.916667,Ancienne base (village),Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Kisimba,Bese,,,,0,1,Or,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-188f,96,96,115,IPIS - Ministère des Mines,IPIS - 2009,codmine01670,Bihumba,2009-01-01,1,,POINT (29.0601333333 -2.2427833333),29.06013333,-2.24278333,GPS,Sud-Kivu,Sud-Kivu,Idjwi,Ntambuka,Lemera,Lemera,200,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-188e,97,97,116,IPIS - Ministère des Mines,IPIS - 2009,codmine01671,Bikoka,2009-01-01,1,,POINT (28.5478666667 0.3922833333),28.54786667,0.39228333,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Bapakombe,Bikoka,200,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-188d,98,98,169,IPIS - Ministère des Mines,IPIS - 2009,codmine01673,Bugumbu,2009-01-01,1,,POINT (27.990098333333336 -3.049453333333333),27.99009833,-3.04945333,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Basimbi,Bugumbu,,,,1,0,Cassitérite,,,Coltan,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-188c,99,99,174,IPIS - Ministère des Mines,IPIS - 2009,codmine01674,Buhimba,2009-01-01,1,,POINT (28.93333284 -0.90000004),28.93333284,-0.90000004,Numérisation (village),Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Kisimba,Buhimba,,,,0,1,Or,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-188b,100,100,55,IPIS - Ministère des Mines,IPIS - 2009,codmine01675,Bukombe,2009-01-01,1,,POINT (27.7747166667 -1.57395),27.77471667,-1.57395,GPS,Nord-Kivu,Nord-Kivu,Walikale,Bakano,Bakondjo,Bukombe,43,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-188a,101,101,213,IPIS - Ministère des Mines,IPIS - 2009,codmine01676,Bulenga 1,2009-01-01,1,,POINT (29.0712 -2.1871833333),29.0712,-2.18718333,GPS,Sud-Kivu,Sud-Kivu,Idjwi,Ntambuka,Mugote,Bulenga,,,,1,0,Wolframite,,,Cassitérite,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1889,102,102,214,IPIS - Ministère des Mines,IPIS - 2009,codmine01677,Bulenga 2,2009-01-01,1,,POINT (29.0714 -2.1868333333),29.0714,-2.18683333,GPS,Sud-Kivu,Sud-Kivu,Idjwi,Ntambuka,Mugote,Bulenga,,,,1,0,Wolframite,,,Cassitérite,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1888,103,103,9,IPIS - Ministère des Mines,IPIS - 2009,codmine01678,Bulyango,2009-01-01,1,,POINT (28.9410833333 -1.9415333333),28.94108333,-1.94153333,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga-Nord,Kabulu,9,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1887,104,104,108,IPIS - Ministère des Mines,IPIS - 2009,codmine01679,Butezi,2009-01-01,1,,POINT (28.3745277778 -2.9253055556),28.37452778,-2.92530556,GPS (village),Sud-Kivu,Sud-Kivu,Mwenga,Basile,Bashimwenda II,Butezi,150,,,1,0,Cassitérite,,,Wolframite,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1886,105,105,29,IPIS - Ministère des Mines,IPIS - 2009,codmine01681,Chantier Mixte,2009-01-01,1,,POINT (28.88915 -1.7741666667),28.88915,-1.77416667,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,20,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1885,106,106,76,IPIS - Ministère des Mines,IPIS - 2009,codmine01682,Cigubi,2009-01-01,1,,POINT (28.7488666667 -2.9140333333),28.74886667,-2.91403333,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Burhinyi,Nyirindja,Cigubi,52,,,1,0,Cassitérite,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1884,107,107,209,IPIS - Ministère des Mines,IPIS - 2009,codmine01683,Domaine,2009-01-01,1,,POINT (29.2614166667 0.0576833333),29.26141667,0.05768333,GPS,Nord-Kivu,Nord-Kivu,Lubero,Baswagha,Ngulo,Domaine,,,,0,1,Or,,,Diamant,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1883,108,108,11,IPIS - Ministère des Mines,IPIS - 2009,codmine01684,Dubai,2009-01-01,1,,POINT (29.72475 0.9156666667),29.72475,0.91566667,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Bambuba-Kisiki,Mukondi,10,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1882,109,109,124,IPIS - Ministère des Mines,IPIS - 2009,codmine01685,Etaito - Bandulu,2009-01-01,1,,POINT (28.4639666667 0.3302166667),28.46396667,0.33021667,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Bapakombe,Bandulu,250,,,1,1,Or,,,Wolframite,,,Coltan,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1881,110,110,168,IPIS - Ministère des Mines,IPIS - 2009,codmine01687,Ibondo-Busonsa,2009-01-01,1,,POINT (28.1418566667 -1.767635),28.14185667,-1.767635,GPS,Nord-Kivu,Nord-Kivu,Walikale,Bakano,Bakano,Ibondo,,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-1880,111,111,99,IPIS - Ministère des Mines,IPIS - 2009,codmine01688,Idambo,2009-01-01,1,,POINT (28.0793333333 -1.6741388889),28.07933333,-1.67413889,GPS,Nord-Kivu,Nord-Kivu,Walikale,Bakano,Bakano,Idambo,104,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
