FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fc3,2348,1785,345,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01293,Musebe 2,2015-07-13,1,,POINT (28.292066 -5.608146),28.292066,-5.608146,GPS,Tanganyika,Katanga,Nyunzu,Nord-Lukuga,Bakalanga,Kisengo,80,,,1,0,Coltan,Kisengo,Kalemie,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,iTSCi (via SAESSCAM),,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fc2,2349,1786,367,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01320,Stade /murefu,2015-07-13,1,,POINT (28.300844 -5.603034),28.300844,-5.603034,GPS,Tanganyika,Katanga,Nyunzu,Nord-Lukuga,Bakalanga,Kisengo,80,,,1,0,Coltan,Kisengo,Kalemie,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,iTSCi (via SAESSCAM),,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fc1,2350,1787,402,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01804,Debordage,2015-07-13,1,,POINT (27.20637 -3.743285),27.20637,-3.743285,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Mulungu,4,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fc0,2351,1788,794,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01824,Kilo moto,2015-07-13,1,,POINT (26.6577466667 1.9252166667),26.65774667,1.92521667,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazama,135,,,0,1,Or,Singa Mwambe,"Butembo, Kisangani",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,Collectivité secteur,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fbf,2352,1789,424,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01835,Mayi ya sika,2015-07-13,1,,POINT (26.673345 1.9178416667),26.673345,1.91784167,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazama,92,,,0,1,Or,Singa Mwambe,"Butembo, Kisangani",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fbe,2353,1790,66,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00712,Mont Ngaliema,2015-07-14,1,,POINT (27.713481 -3.594787),27.713481,-3.594787,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Ngoy,16,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Permanent,1,,,0,1,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fbd,2354,1791,120,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00879,Bikunda,2015-07-14,1,,POINT (28.8182216667 -1.9836333333),28.81822167,-1.98363333,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Nyamugari, Lusisa",8,,,0,1,Or,Nyabibwe,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fbc,2355,1792,395,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01796,Abidjan,2015-07-14,1,,POINT (26.6309333333 1.963115),26.63093333,1.963115,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwanzama,150,,,0,1,Or,Singa Mwambe,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,1,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité secteur,,,,,1,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fbb,2356,1793,405,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01807,Dieu-merci lll,2015-07-14,1,,POINT (26.958742 1.674933),26.958742,1.674933,GPS,Tshopo,orientale,Bafwasende,Bemili,Bemili,Bowambi,115,,,0,1,Or,Bomili,"Kisangani, Butembo",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,1,Vendre
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fba,2357,1794,796,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01855,Singa Mwambe,2015-07-14,1,,POINT (26.64117641 1.94558193),26.64117641,1.94558193,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwanzama,350,,,0,1,Or,Singa Mwambe,Butembo,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Permanent,1,,,1,0,0,1,1,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,Collectivité secteur,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb9,2358,1795,96,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00838,Nyawaronga,2015-07-15,1,,POINT (28.815331 -2.037735),28.815331,-2.037735,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Nyawaronga,86,,,0,1,Or,Nyawaronga,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb8,2359,1796,114,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00868,Fwangere,2015-07-15,1,,POINT (28.8458883333 -1.8821933333),28.84588833,-1.88219333,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Fwangere, Gali",211,,,0,1,Or,"Shanje, Numbi",Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb7,2360,1797,274,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01217,Katatu,2015-07-15,1,,POINT (28.376154 -5.672567),28.376154,-5.672567,GPS,Tanganyika,Katanga,Nyunzu,Nord-Lukuga,Bakalanga II,Katatu,450,,,1,0,Coltan,Kisengo,Kalemie,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,iTSCi (via SAESSCAM),,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb6,2361,1798,290,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01234,Kisimba mombo,2015-07-15,1,,POINT (28.380395 -5.667387),28.380395,-5.667387,GPS,Tanganyika,Katanga,Nyunzu,Nord-Lukuga,Bakalanga II,Katatu,150,,,1,0,Coltan,Kisengo,Kalemie,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,iTSCi (via SAESSCAM),,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb5,2362,1799,375,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01328,Wemba,2015-07-15,1,,POINT (28.290481 -5.559099),28.290481,-5.559099,GPS,Tanganyika,Katanga,Nyunzu,Nord-Lukuga,Bakalanga II,Mashala,57,,,1,0,Coltan,Kisengo,Kalemie,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb4,2363,1800,379,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01335,Filon II,2015-07-15,1,,POINT (28.892135 -1.7784283333),28.892135,-1.77842833,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Lowa/Numbi,80,,,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb3,2364,1801,823,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01800,Bethléhem,2015-07-15,1,,POINT (26.6070533333 1.9656866667),26.60705333,1.96568667,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwanzama,102,,,0,1,Or,Singa Mwambe,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité locale,Environnement,,,,0,,1,Vendre
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb2,2365,1802,795,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01831,Libye,2015-07-15,1,,POINT (26.558505 1.97075),26.558505,1.97075,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazama,95,,,0,1,Or,Singa Mwambe,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,Collectivité secteur,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb1,2366,1803,422,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01833,Lwango,2015-07-15,1,,POINT (29.01667 -1.829722),29.01667,-1.829722,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga nord,Nabwimba,9,,,1,0,Coltan,Bukavu,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fb0,2367,1804,423,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01834,Makapela l,2015-07-15,1,,POINT (26.513385 1.8710333333),26.513385,1.87103333,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazoko,75,,,0,1,Or,"Bafwazio, Bangbo",Kisangani,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité locale,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-faf,2368,1805,431,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01843,Namisenge,2015-07-15,1,,POINT (27.209885 -3.7391383333),27.209885,-3.73913833,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Kamba nyama,10,,,0,1,Or,,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,Division des mines,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fae,2369,1806,436,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01849,Nyalumpunda,2015-07-15,1,,POINT (27.666 -4.034),27.666,-4.034,Approximation,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Lubinga,20,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fad,2370,1807,446,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01862,Zua idée,2015-07-15,1,,POINT (26.57627 1.9877566667),26.57627,1.98775667,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazama,142,,,0,1,Or,Singa Mwambe,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité secteur,,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fac,2371,1808,69,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00718,Mukunduni,2015-07-16,1,,POINT (27.726067 -3.766848),27.726067,-3.766848,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kabilongo,50,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fab,2372,1809,70,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00719,Kasongo,2015-07-16,1,,POINT (27.765424 -3.772786),27.765424,-3.772786,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kasongo,6,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanent,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-faa,2373,1810,97,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00841,Kaitolea Cabangi,2015-07-16,1,,POINT (28.80222 -2.04854),28.80222,-2.04854,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Cabangi,46,,,0,1,Or,Nyawaronga,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa9,2374,1811,116,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00875,Bishaka,2015-07-16,1,,POINT (28.84256 -1.89956),28.84256,-1.89956,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Nyalusa, Gali",15,,,0,1,Or,"Shanje, Numbi",Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa8,2375,1812,259,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01202,Kalunga kibinda,2015-07-16,1,,POINT (28.306805 -5.889039),28.306805,-5.889039,GPS,Tanganyika,Katanga,Kalemie,Benze,Kyoko nyumba,Kalunga kibinda,19,,,0,1,Or,"Kalemie, Bukavu",Kalemie,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa7,2376,1813,792,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01810,Etoile,2015-07-16,1,,POINT (26.6237116667 1.942295),26.62371167,1.942295,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwanzama,108,,,0,1,Or,Singa Mwambe,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,Collectivité locale,,,,0,,1,"Vendre, Prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa6,2377,1814,437,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01850,NYauta,2015-07-16,1,,POINT (27.74401 -3.777665),27.74401,-3.777665,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kita zaire,10,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa5,2378,1815,443,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01859,Vatican,2015-07-16,1,,POINT (27.7604383333 -3.7714533333),27.76043833,-3.77145333,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kabilongo,12,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Permanent,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa4,2379,1816,67,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00713,Kabitako,2015-07-17,1,,POINT (27.715522 -3.614224),27.715522,-3.614224,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Ngoy,50,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa3,2380,1817,103,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00849,Misumari,2015-07-17,1,,POINT (28.90187 -1.7754),28.90187,-1.7754,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,8,,,1,0,Cassitérite,Numbi,Bukavu,Coltan,Numbi,Bukavu,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa2,2381,1818,396,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01797,Apati,2015-07-17,1,,POINT (27.622 -3.482),27.622,-3.482,Approximation,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Tabufa2,35,,,1,0,Cassitérite,,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa1,2382,1819,397,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01798,Atope solola bien,2015-07-17,1,,POINT (26.56491 1.8841866667),26.56491,1.88418667,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwayabo,140,,,0,1,Or,Bafwazio,"Kisangani, Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,,,,,0,,1,"Vendre, Tâches ménagères, prostitution."
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-fa0,2383,1820,430,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01842,Mutasa,2015-07-17,1,,POINT (27.7477516667 -3.79475),27.74775167,-3.79475,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Mutasa,5,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f9f,2384,1821,432,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01844,Ngombe bilunga,2015-07-17,1,,POINT (27.76135 -3.772535),27.76135,-3.772535,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Canada,10,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanent,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,,1,Vendre
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f9e,2385,1822,439,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01853,Filon I,2015-07-17,1,,POINT (28.897545 -1.7753516667),28.897545,-1.77535167,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,5,,,1,0,Cassitérite,Numbi,Bukavu,Coltan,Numbi,Goma,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f9d,2386,1823,440,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01854,Rukore,2015-07-17,1,,POINT (28.90018 -1.783668),28.90018,-1.783668,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,25,,,1,0,Coltan,Numbi,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f9c,2387,1824,441,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01856,Tchangobo,2015-07-17,1,,POINT (27.6974633333 -4.0041083333),27.69746333,-4.00410833,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Lubinga,7,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f9b,2388,1825,398,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01799,Badolite,2015-07-18,1,,POINT (27.7636666667 -3.7732316667),27.76366667,-3.77323167,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kabilongo,50,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Permanent,1,,,0,1,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f9a,2389,1826,399,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01801,Bon Samaritain,2015-07-18,1,,POINT (26.5442933333 1.894405),26.54429333,1.894405,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazoko,91,,,0,1,Or,Bafwazio,"Kisangani, Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité secteur,,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f99,2390,1827,413,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01820,Kamenze,2015-07-18,1,,POINT (27.5863033333 -3.5097716667),27.58630333,-3.50977167,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Tabuta2,2,,,1,0,Cassitérite,,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f98,2391,1828,420,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01829,Kitatenge,2015-07-18,1,,POINT (27.21438 -3.745005),27.21438,-3.745005,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Kamba nyama,5,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f97,2392,1829,99,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00845,Chez Madame,2015-07-19,1,,POINT (28.880451 -1.781625),28.880451,-1.781625,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,100,,,0,0,Tourmaline,Numbi,Goma,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f96,2393,1830,107,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00855,Lumbishi,2015-07-19,1,,POINT (28.808833 -1.768698),28.808833,-1.768698,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Lumbishi,500,,,0,1,Tourmaline,Numbi,Goma,Or,Numbi,Bukavu,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
